date_time,comment/reply,name,url
"May-31-2020, 14:07:39",Reply to existing threads about a topic instead of starting a new one. New users who do not abide by this principle will be temporarily blocked from creating threads. Mods will delete obvious duplicate threads and spam without notice. Don't bitch because your twitter screencap thread got deleted; there are probably other threads about it. Go look!,Anonymous,"http://boards.4chan.org/pol/thread/259848258/check-the-catalog-before-posting-a-new-thread-
#p259848258"
